,Name,Stocktype,Mileage_(Miles),Price,Ext_color,Int_color,Transmission,Body_style,Model_Year,Car_Age_Year,Car_Make,Car_Model,Car_Trim
1121,2018 Ford Taurus SE,Used,"45,712 mi.",15000,Other,Other,Automatic,Sedan,2018-01-01,2.46,Ford,Taurus,SE
1122,2013 Chevrolet Malibu 1LT,Used,"142,627 mi.",6995,White,Black,Automatic,Sedan,2013-01-01,7.46,Chevrolet,Malibu,1LT
1123,2007 Ford Focus ZX3 S,Used,"108,659 mi.",3995,White,Gray,Manual,Hatchback,2007-01-01,13.47,Ford,Focus,S
1124,2010 Subaru Impreza WRX Premium,Used,"109,217 mi.",14391,Black,Black,Manual,Sedan,2010-01-01,10.47,Subaru,Impreza,Premium
1125,2014 Subaru Outback 2.5i Limited,Used,"119,547 mi.",12491,Blue,Black,CVT,SUV,2014-01-01,6.46,Subaru,Outback,Limited
1126,2011 Hyundai Genesis Coupe 3.8 Grand Touring,Used,"77,308 mi.",12991,Blue,Black,Automatic,Coupe,2011-01-01,9.47,Hyundai,Genesis,Touring
1127,2016 Ford Escape SE,Used,"30,128 mi.",14990,White,Black,Automatic,SUV,2016-01-01,4.46,Ford,Escape,SE
1128,2017 Ford Fusion Hybrid SE,Used,"95,000 mi.",10449,Black,Other,CVT,Sedan,2017-01-01,3.46,Ford,Fusion,SE
1129,2008 Ford Focus S,Used,"94,304 mi.",6599,Silver,Beige,Manual,Coupe,2008-01-01,12.47,Ford,Focus,S
1130,2016 Ford Fusion Titanium,Used,"66,486 mi.",12480,Silver,Other,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,Titanium
1131,2017 Hyundai Tucson SE,Used,"79,100 mi.",13929,Black,Black,Automatic,SUV,2017-01-01,3.46,Hyundai,Tucson,SE
1132,2015 Volkswagen Jetta Auto SE PZEV,Used,"98,000 mi.",6500,Gray,Other,Automatic,Sedan,2015-01-01,5.46,Volkswagen,Jetta,PZEV
1133,2011 BMW 328 i,Used,"82,800 mi.",8000,Gray,Other,Automatic,Sedan,2011-01-01,9.47,BMW,328,i
1134,2017 Volkswagen Passat 1.8T SE,Used,"24,200 mi.",14999,White,Black,Automatic,Sedan,2017-01-01,3.46,Volkswagen,Passat,SE
1135,2014 Chevrolet Cruze LS,Used,"77,975 mi.",10599,Silver,Gray,Manual,Sedan,2014-01-01,6.46,Chevrolet,Cruze,LS
1136,2015 Ford Fusion SE,Used,"33,738 mi.",12888,Other,Other,Automatic,Sedan,2015-01-01,5.46,Ford,Fusion,SE
1137,2017 Ford Focus SE,Used,"101,754 mi.",8888,Other,Other,Automatic,Sedan,2017-01-01,3.46,Ford,Focus,SE
1138,2014 GMC Terrain Denali,Used,"98,562 mi.",14460,Other,Other,Automatic,SUV,2014-01-01,6.46,GMC,Terrain,Denali
1139,2016 Volkswagen Jetta 2.0T GLI SE,Used,"98,303 mi.",11888,Gray,Black,Automatic,Sedan,2016-01-01,4.46,Volkswagen,Jetta,SE
1140,2007 Audi Q7 4.2 Premium,Used,"135,137 mi.",7888,Other,Black,Automatic,SUV,2007-01-01,13.47,Audi,Q7,Premium
1141,2017 Chevrolet Trax LT,Used,"21,582 mi.",13495,Red,Black,Automatic,SUV,2017-01-01,3.46,Chevrolet,Trax,LT
1142,2017 Chevrolet Equinox LT,Used,"78,802 mi.",13995,Silver,Black,Automatic,SUV,2017-01-01,3.46,Chevrolet,Equinox,LT
1143,2017 Kia Soul EV +,Used,"34,149 mi.",13450,Silver,Gray,Automatic,Hatchback,2017-01-01,3.46,Kia,Soul,+
1144,2007 BMW 760 Li,Used,"126,768 mi.",9995,Black,Black,Automatic,Sedan,2007-01-01,13.47,BMW,760,Li
1145,2011 Jeep Patriot Latitude X,Used,"76,322 mi.",10999,Gray,Black,CVT,SUV,2011-01-01,9.47,Jeep,Patriot,X
1146,2007 Audi A6 4.2 quattro,Used,"99,787 mi.",7495,Silver,Gray,Automatic,Sedan,2007-01-01,13.47,Audi,A6,quattro
1147,2015 FIAT 500e Battery Electric,Used,"25,720 mi.",8995,Black,White,Automatic,Hatchback,2015-01-01,5.46,FIAT,500e,Electric
1148,2013 Ford Flex SEL,Used,"118,377 mi.",11995,Black,Gray,Automatic,SUV,2013-01-01,7.46,Ford,Flex,SEL
1149,2006 Dodge Ram 1500 SLT Quad Cab,Used,"131,503 mi.",9897,Brown,Other,Unknown,Crew Cab Pickup,2006-01-01,14.47,Dodge,Ram,Cab
1150,2019 Kia Optima LX,Used,"46,648 mi.",14976,Silver,Black,Automatic,Sedan,2019-01-01,1.46,Kia,Optima,LX
1151,2003 Jeep Liberty Sport,Used,"49,356 mi.",7495,Silver,Black,Manual,SUV,2003-01-01,17.47,Jeep,Liberty,Sport
1152,2009 Toyota Camry Hybrid,Used,"108,000 mi.",6495,Beige,Gray,CVT,Sedan,2009-01-01,11.47,Toyota,Camry,Hybrid
1153,2013 Ford Edge Limited,Used,"88,288 mi.",13495,Green,Beige,Automatic,SUV,2013-01-01,7.46,Ford,Edge,Limited
1154,2017 Nissan Leaf SV,Used,"25,537 mi.",12997,Gray,Black,Automatic,Hatchback,2017-01-01,3.46,Nissan,Leaf,SV
1155,2019 Volkswagen Jetta 1.4T S,Volkswagen Certified,"11,681 mi.",14550,White,Black,Automatic,Sedan,2019-01-01,1.46,Volkswagen,Jetta,S
1156,2017 Ford Focus SEL,Used,"49,667 mi.",12452,Red,Black,Automatic,Hatchback,2017-01-01,3.46,Ford,Focus,SEL
1157,2003 Hummer H2,Used,"219,094 mi.",11995,Brown,Other,Automatic,SUV,2003-01-01,17.47,Hummer,H2,H2
1158,2010 BMW 328 i,Used,"108,645 mi.",7990,Gray,Black,Automatic,Sedan,2010-01-01,10.47,BMW,328,i
1159,2014 Volkswagen Passat 2.0L TDI SE,Used,"45,759 mi.",10992,Blue,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,SE
1160,2013 GMC Acadia SLT-1,Used,"115,389 mi.",13954,Silver,Black,Automatic,SUV,2013-01-01,7.46,GMC,Acadia,SLT-1
1161,2010 Acura RDX,Used,"72,366 mi.",13990,Gray,Black,Automatic,SUV,2010-01-01,10.47,Acura,RDX,RDX
1162,2016 Volkswagen e-Golf SEL Premium,Volkswagen Certified,"27,212 mi.",14632,Silver,Black,Automatic,Hatchback,2016-01-01,4.46,Volkswagen,e-Golf,Premium
1163,2016 Ford Fusion SE,Used,"42,101 mi.",10790,Blue,Black,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,SE
1164,2018 Chevrolet Spark LS,Used,"21,525 mi.",10987,White,Black,CVT,Hatchback,2018-01-01,2.46,Chevrolet,Spark,LS
1165,2011 Chevrolet Equinox LTZ,Used,"138,237 mi.",8890,Silver,Black,Automatic,SUV,2011-01-01,9.47,Chevrolet,Equinox,LTZ
1166,2018 Nissan Versa 1.6 SV,Used,"42,007 mi.",9790,Black,Gray,CVT,Sedan,2018-01-01,2.46,Nissan,Versa,SV
1167,2012 FIAT 500 Sport,Used,"68,027 mi.",7990,White,Black,Automatic,Hatchback,2012-01-01,8.47,FIAT,500,Sport
1168,2015 Toyota Camry SE,Used,"58,396 mi.",12990,Gray,Black,Automatic,Sedan,2015-01-01,5.46,Toyota,Camry,SE
1169,2017 Dodge Grand Caravan SE,Used,"45,825 mi.",13991,Black,Other,Automatic,Minivan,2017-01-01,3.46,Dodge,Grand,SE
1170,2017 Nissan Leaf S,Used,"47,475 mi.",11272,Silver,Black,Automatic,Hatchback,2017-01-01,3.46,Nissan,Leaf,S
1171,2011 Ford Edge Limited,Used,"111,642 mi.",10995,White,Other,Automatic,SUV,2011-01-01,9.47,Ford,Edge,Limited
1172,2012 Audi A3 2.0 TDI Premium,Used,"75,618 mi.",10723,Black,Black,Automatic,Hatchback,2012-01-01,8.47,Audi,A3,Premium
1173,2014 Hyundai Santa Fe GLS,Used,"65,541 mi.",14857,Brown,Beige,Automatic,SUV,2014-01-01,6.46,Hyundai,Santa,GLS
1174,2011 Subaru Legacy 2.5i Premium,Used,"64,684 mi.",11995,Silver,Black,CVT,Sedan,2011-01-01,9.47,Subaru,Legacy,Premium
1175,2014 Mazda Mazda3 i Grand Touring,Used,"118,006 mi.",8995,Black,Other,Manual,Sedan,2014-01-01,6.46,Mazda,Mazda3,Touring
1176,2001 Buick LeSabre Custom,Used,"80,798 mi.",3995,Gold,Beige,Automatic,Sedan,2001-01-01,19.47,Buick,LeSabre,Custom
1177,2015 Volkswagen Golf SportWagen S,Volkswagen Certified,"33,416 mi.",13788,White,Beige,Automatic,Wagon,2015-01-01,5.46,Volkswagen,Golf,S
1178,2012 Volkswagen Passat 2.0 TDI SE,Used,"72,352 mi.",8788,Blue,Beige,Automatic,Sedan,2012-01-01,8.47,Volkswagen,Passat,SE
1179,2013 Volkswagen Passat 2.0 TDI SE,Used,"79,554 mi.",10988,Silver,Black,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
1180,2012 Volkswagen Golf TDI,Used,"53,717 mi.",11788,Blue,Black,Automatic,Hatchback,2012-01-01,8.47,Volkswagen,Golf,TDI
1181,2014 Ford E350 Super Duty Cargo,Used,"241,000 mi.",8500,White,Black,Automanual,Cargo Van,2014-01-01,6.46,Ford,E350,Cargo
1182,2011 Audi A3 2.0 TDI Premium,Used,"67,130 mi.",11950,Silver,Black,Automatic,Hatchback,2011-01-01,9.47,Audi,A3,Premium
1183,2018 Ford Fusion Hybrid SE,Used,"61,744 mi.",14418,Gray,Black,CVT,Sedan,2018-01-01,2.46,Ford,Fusion,SE
1184,2018 Chevrolet Cruze LT,Used,"42,964 mi.",14200,Black,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Cruze,LT
1185,2013 Honda Accord LX,Used,"111,000 mi.",9300,Gray,Black,CVT,Sedan,2013-01-01,7.46,Honda,Accord,LX
1186,2007 Toyota Tacoma PreRunner Double Cab,Used,"135,867 mi.",13500,Blue,Beige,Automatic,Crew Cab Pickup,2007-01-01,13.47,Toyota,Tacoma,Cab
1187,2017 Volkswagen Jetta 1.4T SE,Used,"87,686 mi.",10990,Blue,Beige,Manual,Sedan,2017-01-01,3.46,Volkswagen,Jetta,SE
1188,2004 Volvo XC90 T6,Used,"186,026 mi.",2500,Black,Other,Automatic,SUV,2004-01-01,16.47,Volvo,XC90,T6
1189,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"91,068 mi.",8990,Blue,Beige,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
1190,2011 Lincoln MKX Base,Used,"101,843 mi.",9990,Other,Other,Automatic,SUV,2011-01-01,9.47,Lincoln,MKX,Base
1191,2016 Chrysler 200 C,Used,"50,307 mi.",14990,Silver,Black,Automatic,Sedan,2016-01-01,4.46,Chrysler,200,C
1192,2016 Kia Soul Base,Used,"76,858 mi.",9990,Green,Black,Manual,Wagon,2016-01-01,4.46,Kia,Soul,Base
1193,2017 Toyota Camry SE,Used,"84,417 mi.",13990,Gray,Black,Automatic,Sedan,2017-01-01,3.46,Toyota,Camry,SE
1194,2014 Ford Fusion Hybrid Titanium,Used,"84,541 mi.",13998,Silver,Black,CVT,Sedan,2014-01-01,6.46,Ford,Fusion,Titanium
1195,2014 Toyota Camry SE,Used,"40,561 mi.",14998,Silver,Gray,Automatic,Sedan,2014-01-01,6.46,Toyota,Camry,SE
1196,2009 Volkswagen Jetta SEL,Used,"125,576 mi.",5995,Black,Black,Automatic,Sedan,2009-01-01,11.47,Volkswagen,Jetta,SEL
1197,2015 Toyota Prius c Three,Used,"15,779 mi.",14490,Blue,Blue,CVT,Hatchback,2015-01-01,5.46,Toyota,Prius,Three
1198,2013 Chevrolet Spark 1LT,Used,"81,616 mi.",6995,Yellow,Gray,Automatic,Hatchback,2013-01-01,7.46,Chevrolet,Spark,1LT
1199,2009 Volkswagen CC Luxury,Used,"88,672 mi.",7995,Black,Black,Automatic,Sedan,2009-01-01,11.47,Volkswagen,CC,Luxury
1200,2016 Nissan Leaf SL,Nissan Certified,"18,960 mi.",12911,White,Black,Automatic,Hatchback,2016-01-01,4.46,Nissan,Leaf,SL
1201,2010 MINI Cooper S,Used,"67,623 mi.",9991,White,Black,Automatic,Hatchback,2010-01-01,10.47,MINI,Cooper,S
1202,2013 Kia Sportage LX,Used,"69,956 mi.",13201,White,Black,Automatic,SUV,2013-01-01,7.46,Kia,Sportage,LX
1203,2014 Ford F-150 XL,Used,"146,139 mi.",14991,White,Gray,Automatic,Crew Cab Pickup,2014-01-01,6.46,Ford,F-150,XL
1204,2007 Subaru B9 Tribeca Limited 7-Passenger,Used,"135,255 mi.",7491,Green,Gray,Automatic,SUV,2007-01-01,13.47,Subaru,B9,7-Passenger
1205,2011 Chevrolet Equinox LS,Used,"106,965 mi.",7491,Gold,Black,Automatic,SUV,2011-01-01,9.47,Chevrolet,Equinox,LS
1206,2004 Toyota Tacoma Xtracab,Used,"145,543 mi.",14991,Red,Gray,Manual,Extended Cab Pickup,2004-01-01,16.47,Toyota,Tacoma,Xtracab
1207,2013 Volkswagen Passat 2.0 TDI SE,Used,"63,449 mi.",10777,White,Beige,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
1208,2007 GMC Yukon XL 1500 Denali,Used,"174,865 mi.",10495,White,Beige,Automatic,SUV,2007-01-01,13.47,GMC,Yukon,Denali
1209,2011 Chevrolet Camaro 2LT,Used,"94,438 mi.",14888,White,Black,Automatic,Convertible,2011-01-01,9.47,Chevrolet,Camaro,2LT
1210,2011 Nissan Cube 1.8 S,Used,"104,411 mi.",5995,Silver,Black,CVT,Hatchback,2011-01-01,9.47,Nissan,Cube,S
1211,2018 Hyundai Elantra SEL,Used,"46,749 mi.",12892,Black,Gray,Automatic,Sedan,2018-01-01,2.46,Hyundai,Elantra,SEL
1212,2002 Mazda Tribute LX V6,Used,"85,797 mi.",5995,Gray,Gray,Automatic,SUV,2002-01-01,18.47,Mazda,Tribute,V6
1213,2013 Ford Escape SE,Used,"108,845 mi.",11488,Green,Gray,Automatic,SUV,2013-01-01,7.46,Ford,Escape,SE
1214,2018 Chevrolet Malibu LT,Used,"37,648 mi.",13412,Black,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Malibu,LT
1215,2018 Toyota Yaris iA Base,Used,"39,890 mi.",12355,Red,Black,Automatic,Sedan,2018-01-01,2.46,Toyota,Yaris,Base
1216,2012 Ford Focus SEL,Used,"107,385 mi.",7988,Blue,Black,Automatic,Hatchback,2012-01-01,8.47,Ford,Focus,SEL
1217,2006 Nissan Sentra 1.8 S,Used,"122,803 mi.",3995,Blue,Gray,Automatic,Sedan,2006-01-01,14.47,Nissan,Sentra,S
1218,2018 Kia Forte LX,Used,"56,206 mi.",11900,Blue,Black,Automatic,Sedan,2018-01-01,2.46,Kia,Forte,LX
1219,2015 Chevrolet Malibu 2LT,Used,"70,213 mi.",10735,Blue,Black,Automatic,Sedan,2015-01-01,5.46,Chevrolet,Malibu,2LT
1220,2019 Kia Optima LX,Used,"34,406 mi.",14917,White,Black,Automatic,Sedan,2019-01-01,1.46,Kia,Optima,LX
1221,2015 Ford Fusion Titanium,Used,"96,587 mi.",9988,Red,Beige,Automatic,Sedan,2015-01-01,5.46,Ford,Fusion,Titanium
1222,2018 Chevrolet Malibu LT,Used,"58,329 mi.",12216,Red,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Malibu,LT
1223,2012 Chevrolet Equinox LS,Used,"135,423 mi.",8988,Black,Gray,Automatic,SUV,2012-01-01,8.47,Chevrolet,Equinox,LS
1224,2018 Kia Optima LX,Used,"39,348 mi.",14344,Brown,Black,Automatic,Sedan,2018-01-01,2.46,Kia,Optima,LX
1225,2005 Ford Explorer XLT,Used,"165,219 mi.",3800,Other,Other,Automatic,SUV,2005-01-01,15.47,Ford,Explorer,XLT
1226,2012 Toyota Corolla L,Used,"96,448 mi.",7495,Other,Other,Automatic,Sedan,2012-01-01,8.47,Toyota,Corolla,L
1227,2006 Cadillac DTS Luxury I,Used,"127,762 mi.",6995,Gold,Beige,Automatic,Sedan,2006-01-01,14.47,Cadillac,DTS,I
1228,2014 BMW 328 i xDrive,Used,"85,181 mi.",13775,Gray,Black,Automatic,Sedan,2014-01-01,6.46,BMW,328,xDrive
1229,2008 Subaru Tribeca Limited 5-Passenger,Used,"139,328 mi.",8491,Gray,Gray,Automatic,SUV,2008-01-01,12.47,Subaru,Tribeca,5-Passenger
1230,2004 Ford Explorer Limited,Used,"158,003 mi.",3775,Black,Gray,Automatic,SUV,2004-01-01,16.47,Ford,Explorer,Limited
1231,2018 Dodge Journey SE,Used,"34,812 mi.",14990,White,Black,Automatic,SUV,2018-01-01,2.46,Dodge,Journey,SE
1232,2005 Nissan Armada SE,Used,"133,053 mi.",8995,Black,Gray,Automatic,SUV,2005-01-01,15.47,Nissan,Armada,SE
1233,2000 Volkswagen Passat GLX V6,Used,"140,005 mi.",3491,Silver,Black,Manual,Sedan,2000-01-01,20.47,Volkswagen,Passat,V6
1234,2018 Toyota Corolla LE,Used,"50,013 mi.",12900,White,Black,CVT,Sedan,2018-01-01,2.46,Toyota,Corolla,LE
1235,2001 Ford Excursion XLT,Used,"110,000 mi.",7999,Blue,Other,Automatic,SUV,2001-01-01,19.47,Ford,Excursion,XLT
1236,2013 Volkswagen Jetta GLI Autobahn,Used,"90,000 mi.",9428,Gray,Other,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Jetta,Autobahn
1237,2017 Mitsubishi Outlander Sport SEL 2.4,Used,"28,276 mi.",14630,White,Black,CVT,SUV,2017-01-01,3.46,Mitsubishi,Outlander,2.4
1238,2019 Kia Soul +,Used,"16,308 mi.",14010,Silver,Black,Automatic,Hatchback,2019-01-01,1.46,Kia,Soul,+
1239,2004 BMW X5 4.4i,Used,"102,730 mi.",5999,Silver,Black,Automatic,SUV,2004-01-01,16.47,BMW,X5,4.4i
1240,2016 Kia Forte EX,Used,"75,247 mi.",11999,White,Black,Automatic,Hatchback,2016-01-01,4.46,Kia,Forte,EX
1241,2011 Kia Optima EX,Used,"136,659 mi.",7500,Purple,Beige,Automatic,Sedan,2011-01-01,9.47,Kia,Optima,EX
1242,2004 Mazda RX-8,Used,"105,000 mi.",4765,Black,Black,Manual,Coupe,2004-01-01,16.47,Mazda,RX-8,RX-8
1243,2014 Honda Civic LX,Used,"50,537 mi.",12998,Gray,Gray,CVT,Sedan,2014-01-01,6.46,Honda,Civic,LX
1244,2004 Mazda B3000 DS Cab Plus,Used,"111,624 mi.",7997,Black,Other,Automatic,Extended Cab Pickup,2004-01-01,16.47,Mazda,B3000,Plus
1245,2016 Volkswagen Golf TSI S 4-Door,Used,"71,628 mi.",9500,Blue,Black,Automatic,Hatchback,2016-01-01,4.46,Volkswagen,Golf,4-Door
1246,2017 Nissan Altima 2.5 S,Used,"34,839 mi.",13998,White,Black,CVT,Sedan,2017-01-01,3.46,Nissan,Altima,S
1247,2015 Kia Optima LX,Used,"45,447 mi.",10888,Silver,Gray,Automatic,Sedan,2015-01-01,5.46,Kia,Optima,LX
1248,2014 Honda Accord EX,Used,"76,322 mi.",13888,Other,Gray,CVT,Sedan,2014-01-01,6.46,Honda,Accord,EX
1249,2007 INFINITI G35 Journey,Used,"89,825 mi.",8990,Gray,Gray,Automatic,Sedan,2007-01-01,13.47,INFINITI,G35,Journey
1250,2012 Kia Optima SX,Used,"102,804 mi.",11460,Other,Black,Automatic,Sedan,2012-01-01,8.47,Kia,Optima,SX
1251,2007 Subaru Outback 2.5i,Used,"133,502 mi.",6700,White,Beige,Automatic,Wagon,2007-01-01,13.47,Subaru,Outback,2.5i
1252,2018 Chevrolet Cruze LS,Used,"43,056 mi.",11888,Other,Other,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Cruze,LS
1253,2002 Honda CR-V EX,Used,"117,000 mi.",7495,Brown,Beige,Automatic,SUV,2002-01-01,18.47,Honda,CR-V,EX
1254,2004 Mercedes-Benz C240,Used,"64,158 mi.",7495,Black,Black,Automatic,Sedan,2004-01-01,16.47,Mercedes-Benz,C240,C240
1255,2013 Kia Soul +,Used,"118,251 mi.",7235,Gray,Black,Automatic,Wagon,2013-01-01,7.46,Kia,Soul,+
1256,2016 Kia Soul +,Used,"28,235 mi.",14861,Blue,Black,Automatic,Wagon,2016-01-01,4.46,Kia,Soul,+
1257,2015 Mazda Mazda3 i Sport,Used,"51,007 mi.",11990,White,Black,Automatic,Sedan,2015-01-01,5.46,Mazda,Mazda3,Sport
1258,2009 Acura TL Technology,Used,"79,462 mi.",12999,Gray,Black,Automatic,Sedan,2009-01-01,11.47,Acura,TL,Technology
1259,2013 Volkswagen Passat 2.0 TDI SE,Used,"49,309 mi.",9564,Gray,Black,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
1260,2007 Toyota Avalon XL,Used,"63,064 mi.",8565,Green,White,Automatic,Sedan,2007-01-01,13.47,Toyota,Avalon,XL
1261,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"64,223 mi.",9564,White,Black,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
1262,2015 Volkswagen Tiguan 4MOTION Auto SE,Used,"64,320 mi.",13485,Gray,Black,Automatic,SUV,2015-01-01,5.46,Volkswagen,Tiguan,SE
1263,2010 Mazda CX-7 i Sport,Used,"165,919 mi.",5995,Silver,Black,Automatic,SUV,2010-01-01,10.47,Mazda,CX-7,Sport
1264,2013 Toyota Corolla LE,Used,"40,655 mi.",10990,Red,Gray,Automatic,Sedan,2013-01-01,7.46,Toyota,Corolla,LE
1265,2012 Honda CR-V EX-L,Used,"83,996 mi.",12900,Green,Beige,Automatic,SUV,2012-01-01,8.47,Honda,CR-V,EX-L
1266,2011 Honda Odyssey EX,Used,"117,254 mi.",10931,Gray,Gray,Automatic,Minivan,2011-01-01,9.47,Honda,Odyssey,EX
1267,2006 INFINITI M35,Used,"102,222 mi.",6990,Silver,Other,Automatic,Sedan,2006-01-01,14.47,INFINITI,M35,M35
1268,2013 Toyota Camry SE,Used,"76,996 mi.",11880,Gray,Black,Automatic,Sedan,2013-01-01,7.46,Toyota,Camry,SE
1269,2010 Toyota Corolla S,Used,"87,519 mi.",8994,Black,Beige,Automatic,Sedan,2010-01-01,10.47,Toyota,Corolla,S
1270,2014 BMW 328 i,Used,"84,024 mi.",12162,Black,Black,Automatic,Sedan,2014-01-01,6.46,BMW,328,i
1271,2015 Ford Fusion S,Used,"37,995 mi.",12599,Red,Black,Automatic,Sedan,2015-01-01,5.46,Ford,Fusion,S
1272,2004 BMW 530 i,Used,"106,931 mi.",9995,Gray,Black,Automatic,Sedan,2004-01-01,16.47,BMW,530,i
1273,2007 Toyota Avalon XL,Used,"83,055 mi.",7994,White,White,Automatic,Sedan,2007-01-01,13.47,Toyota,Avalon,XL
1274,2013 BMW 328 i,Used,"62,224 mi.",13585,White,White,Automatic,Sedan,2013-01-01,7.46,BMW,328,i
1275,2016 Kia Optima LX,Used,"29,662 mi.",14599,White,Black,Automatic,Sedan,2016-01-01,4.46,Kia,Optima,LX
1276,2014 Volkswagen Passat 2.0L TDI SE,Used,"47,151 mi.",12495,Silver,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,SE
1277,2018 Chevrolet Malibu LT,Used,"29,329 mi.",14484,Silver,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Malibu,LT
1278,2014 Volkswagen Passat 2.0L TDI SE,Volkswagen Certified,"52,978 mi.",13988,Gray,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,SE
1279,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Volkswagen Certified,"26,457 mi.",14988,Black,Beige,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,Premium
1280,2018 Chevrolet Malibu LT,Used,"34,673 mi.",14281,Red,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Malibu,LT
1281,2013 Volkswagen Passat 2.0 TDI SE,Used,"61,367 mi.",11488,Silver,Black,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
1282,2018 Nissan Sentra S,Used,"28,377 mi.",12985,Gray,Gray,CVT,Sedan,2018-01-01,2.46,Nissan,Sentra,S
1283,2019 Ford Fiesta SE,Used,"21,740 mi.",11699,Black,Gray,Automatic,Sedan,2019-01-01,1.46,Ford,Fiesta,SE
1284,2015 Kia Forte EX,Used,"81,122 mi.",9550,Black,Gray,Automatic,Sedan,2015-01-01,5.46,Kia,Forte,EX
1285,2012 Chevrolet Impala LT,Used,"105,686 mi.",7250,Gold,Black,Automatic,Sedan,2012-01-01,8.47,Chevrolet,Impala,LT
1286,2008 Honda CR-V EX,Used,"119,800 mi.",8991,Other,Other,Automatic,SUV,2008-01-01,12.47,Honda,CR-V,EX
1287,2016 Volkswagen Jetta 1.8T SEL,Used,"45,440 mi.",13988,Gray,Black,Automatic,Sedan,2016-01-01,4.46,Volkswagen,Jetta,SEL
1288,2013 Toyota Camry,Used,"78,723 mi.",11964,Black,Black,Automatic,Sedan,2013-01-01,7.46,Toyota,Camry,Camry
1289,2016 Honda Fit LX,Used,"52,622 mi.",13477,Silver,Black,CVT,Hatchback,2016-01-01,4.46,Honda,Fit,LX
1290,2016 Chevrolet Malibu Limited LT,Used,"46,594 mi.",11990,White,Black,Automatic,Sedan,2016-01-01,4.46,Chevrolet,Malibu,LT
1291,2015 Volkswagen Jetta Man S w/Technology,Used,"97,088 mi.",6990,Gray,Black,Manual,Sedan,2015-01-01,5.46,Volkswagen,Jetta,w/Technology
1292,2008 Ford Explorer XLT,Used,"139,189 mi.",6977,Silver,Other,Automatic,SUV,2008-01-01,12.47,Ford,Explorer,XLT
1293,2010 Nissan Xterra S,Used,"119,821 mi.",8990,Red,Gray,Automatic,SUV,2010-01-01,10.47,Nissan,Xterra,S
1294,2013 Ford Edge Sport,Used,"94,216 mi.",14990,Red,Other,Automatic,SUV,2013-01-01,7.46,Ford,Edge,Sport
1295,2018 FIAT 500 Lounge,Used,"5,311 mi.",12998,White,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
1296,2017 Ford Fusion SE,Used,"46,703 mi.",13599,Gray,Beige,Automatic,Sedan,2017-01-01,3.46,Ford,Fusion,SE
1297,2012 Mazda Mazda3 s Grand Touring,Used,"98,950 mi.",8990,Black,Black,Manual,Sedan,2012-01-01,8.47,Mazda,Mazda3,Touring
1298,2015 BMW 328 i xDrive,Used,"82,075 mi.",14998,Black,Black,Automatic,Sedan,2015-01-01,5.46,BMW,328,xDrive
1299,2011 Chevrolet Equinox LT,Used,"114,414 mi.",7995,Beige,Black,Automatic,SUV,2011-01-01,9.47,Chevrolet,Equinox,LT
1300,2005 Ford Explorer Eddie Bauer,Used,"128,278 mi.",5491,Red,Beige,Automatic,SUV,2005-01-01,15.47,Ford,Explorer,Bauer
1301,2015 Ford C-Max Hybrid SE,Used,"43,705 mi.",8291,White,Black,CVT,Hatchback,2015-01-01,5.46,Ford,C-Max,SE
1302,2004 Volvo S80,Used,"148,458 mi.",3995,Black,Beige,Automatic,Sedan,2004-01-01,16.47,Volvo,S80,S80
1303,2013 Subaru Legacy 2.5i Premium,Used,"130,597 mi.",9991,Gray,Black,CVT,Sedan,2013-01-01,7.46,Subaru,Legacy,Premium
1304,2017 Chevrolet Cruze LT,Used,"71,814 mi.",11991,White,Black,Automatic,Hatchback,2017-01-01,3.46,Chevrolet,Cruze,LT
1305,2007 Cadillac Escalade ESV,Used,"146,355 mi.",12995,White,Black,Automatic,SUV,2007-01-01,13.47,Cadillac,Escalade,ESV
1306,2019 Chevrolet Sonic Premier,Used,"16,385 mi.",14276,Silver,Black,Automatic,Sedan,2019-01-01,1.46,Chevrolet,Sonic,Premier
